name,steam_id,position,role,gp_s,pts,g,a,p_per_gp,shots,passes,exits,entries,hits,turnovers,takeaways,touches,possession_s,fow,fol,gp_g,sa,ga,body_sv,stick_sv,gaa,sv_pct,wins,so,sp,sp_per_gp,xG,xGA,team_id,player_key,toi_s,toi_g,toi_total,toi_gp_s,toi_gp_g,toi_gp,blocks,defensive_passes,offensive_passes,defensive_turnovers,offensive_turnovers,defensive_takeaways,offensive_takeaways
Marcus,76561199865143074,S,Captain,5,15,8,7,2.633426966292135,23,55,33,38,2,24,12,912,613,5,3,0,0,0,0,0,0,0,0,0,1028.5,180.56530898876406,4.16,0.00,LL,name:Marcus,5126.4,0,5126.4,1025.28,0,1025.28,0,24,29,3,21,9,3
Nick,76561199075874498,S,Captain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,NK,name:nickisntcool,0,0,0,0,0,0,0,0,0,0,0,0,0
Silly,76561198353224230,S,Captain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,SEA,name:silly,0,0,0,0,0,0,0,0,0,0,0,0,0
Grab,76561198180293369,S,Captain,5,12,7,5,2.106741573033708,25,65,31,33,2,12,23,781,608,13,17,0,0,0,0,0,0,0,0,0,1084,190.30898876404495,4.78,0.00,TOR,name:player 43,5126.4,0,5126.4,1025.28,0,1025.28,2,39,25,1,11,19,4
kolt,76561199699721546,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,SEA,name:matvei,0,0,0,0,0,0,0,0,0,0,0,0,0
stinkyshawn,76561198068115505,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,LL,name:stinkyshawn,0,0,0,0,0,0,0,0,0,0,0,0,0
pretty,76561198099463628,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,NK,name:pretty,0,0,0,0,0,0,0,0,0,0,0,0,0
Bingus,76561198170165423,S,,5,6,0,6,1.053370786516854,2,60,25,21,1,5,9,310,208.89999999999998,0,0,0,0,0,0,0,0,0,0,0,476,83.56741573033709,0.14,0.00,TOR,name:Bingus,5126.4,0,5126.4,1025.28,0,1025.28,9,52,8,2,3,9,0
Chief Keef,76561198365208664,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,SEA,name:ChiafNeef,0,0,0,0,0,0,0,0,0,0,0,0,0
milk,76561198084497364,S/G,,0,3,0,3,0,0,19,3,1,0,3,0,79,23.9,0,0,5,44,13,16,15,2.282303370786517,0.7045454545454546,3,0,447.5,78.56390449438203,0.00,7.25,LL,name:milk,0,5126.4,5126.4,0,1025.28,1025.28,0,19,0,1,2,0,0
v,76561198999789726,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,NK,name:v,0,0,0,0,0,0,0,0,0,0,0,0,0
ScottStevens,76561198046087380,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,NK,name:Anvil,0,0,0,0,0,0,0,0,0,0,0,0,0
DankyD,76561199659216812,S,,5,8,4,4,1.404494382022472,11,67,28,29,4,8,15,481,300.90000000000003,0,0,0,0,0,0,0,0,0,0,0,772,135.53370786516854,2.50,0.00,TOR,name:DankyD,5126.4,0,5126.4,1025.28,0,1025.28,6,47,20,2,6,13,2
ronin,76561198162726240,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,SEA,name:ronin,0,0,0,0,0,0,0,0,0,0,0,0,0
Grizz,76561198799789109,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,NK,name:Grizz,0,0,0,0,0,0,0,0,0,0,0,0,0
John Puck,76561198038209028,S,,5,11,2,9,1.931179775280899,6,55,13,16,0,14,7,361,233.9,2,15,0,0,0,0,0,0,0,0,0,579,101.65028089887642,1.67,0.00,TOR,name:JohnPuck,5126.4,0,5126.4,1025.28,0,1025.28,0,27,27,1,13,6,1
yune,76561199524714015,S/G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,SEA,name:Nakesy,0,0,0,0,0,0,0,0,0,0,0,0,0
BarDownBart,76561198268552083,S,,5,14,7,7,2.457865168539326,13,79,24,37,0,19,12,883,578.5,27,12,0,0,0,0,0,0,0,0,0,993.5,174.42064606741573,3.11,0.00,LL,name:BarDownBart,5126.4,0,5126.4,1025.28,0,1025.28,2,38,36,2,17,10,2
ghost,76561199046702548,S/G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,TOR,name:ghost,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucifumu,76561199237527332,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,SEA,name:Lucifumu,0,0,0,0,0,0,0,0,0,0,0,0,0
