name,steam_id,position,role,gp_s,pts,g,a,p_per_gp,shots,passes,exits,entries,hits,turnovers,takeaways,touches,possession_s,fow,fol,gp_g,sa,ga,body_sv,stick_sv,gaa,sv_pct,wins,so,sp,sp_per_gp,xG,xGA,team_id,player_key,toi_s,toi_g,toi_total,toi_gp_s,toi_gp_g,toi_gp,blocks,defensive_passes,offensive_passes,defensive_turnovers,offensive_turnovers,defensive_takeaways,offensive_takeaways
lain,76561198404691672,S,,5,7,1,6,1.228932584269663,3,65,23,15,2,5,8,374,241.49999999999997,0,0,0,0,0,0,0,0,0,0,0,505.5,88.74648876404495,0.51,0.00,LL,name:lain,5126.4,0,5126.4,1025.28,0,1025.28,1,54,11,0,5,8,0
ThrockMorton,76561198928599928,S/G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,SEA,name:ThrockMorton,0,0,0,0,0,0,0,0,0,0,0,0,0
walker,76561198157694887,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,LL,name:walker,0,0,0,0,0,0,0,0,0,0,0,0,0
BrunoFernandge,76561199015723244,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,NK,name:BrunoFernandge,0,0,0,0,0,0,0,0,0,0,0,0,0
Quick,76561198018657100,S/G,,0,2,0,2,0,0,16,6,4,0,0,3,57,18.8,0,0,5,43,17,21,5,2.984550561797753,0.6046511627906976,2,0,360,63.20224719101124,0.00,5.94,TOR,name:Quick,0,5126.4,5126.4,0,1025.28,1025.28,0,16,0,0,0,3,0
placenta,76561198243022268,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,LL,name:placenta,0,0,0,0,0,0,0,0,0,0,0,0,0
MissTheNetMarge,76561199355357311,S,,5,8,1,7,1.404494382022472,4,64,29,17,4,6,7,358,230.6,0,0,0,0,0,0,0,0,0,0,0,553.5,97.17345505617978,0.48,0.00,LL,name:MissTheNetMarge,5126.4,0,5126.4,1025.28,0,1025.28,4,53,11,1,5,6,1
Jackk,76561198179935738,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,NK,name:Jackk,0,0,0,0,0,0,0,0,0,0,0,0,0
Bwall,76561198278689368,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,TOR,name:Bwall,0,0,0,0,0,0,0,0,0,0,0,0,0
ttearr,76561198763818494,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,LL,name:ttearr,0,0,0,0,0,0,0,0,0,0,0,0,0
Nem,76561197966112800,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,SEA,name:Nem,0,0,0,0,0,0,0,0,0,0,0,0,0
Figgy,76561198084156245,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,NK,name:Figgy,0,0,0,0,0,0,0,0,0,0,0,0,0
Frolov,76561198020702570,S,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,TOR,name:Frolov,0,0,0,0,0,0,0,0,0,0,0,0,0
