match_id,team_id,player_name,steam_id,position,g,a,xG,shots,passes,exits,entries,hits,turnovers,takeaways,touches,poss_s,fow,fol,sa,ga,xGA,body_sv,stick_sv,w,so,toi_s,sp,blocks,defensive_passes,offensive_passes,defensive_turnovers,offensive_turnovers,defensive_takeaways,offensive_takeaways
M3-G2,CLE,SupaWoov,76561198079525076,RD,1,1,0.47,1,26,8,6,1,5,2,102,87.9,0,0,,,,,,,,900,176.5,1,20,6,2,3,1,1
M3-G2,CLE,Poro,76561198072423953,C,1,1,1.19,6,16,2,2,0,6,3,115,83.5,4,1,,,,,,,,900,161.5,0,8,7,1,5,2,1
M3-G2,BCK,cb,76561198987362385,C,0,0,0.44,2,11,2,4,1,2,3,70,46.2,1,4,,,,,,,,900,58.5,0,3,8,0,2,1,2
M3-G2,BCK,Mushy,76561198011028796,LD,0,0,0.34,1,14,8,5,0,1,4,93,67.7,0,0,,,,,,,,900,78,0,11,3,0,1,3,1
M3-G2,CLE,lain,76561198404691672,RW,0,1,0.98,3,10,4,5,0,5,1,112,78.7,0,0,,,,,,,,900,61.5,0,5,5,1,4,1,0
M3-G2,CLE,Chilliam,76561198319462482,LD,0,1,0.02,0,10,5,0,0,2,1,54,35.9,0,0,,,,,,,,900,57.5,0,9,1,1,1,1,0
M3-G2,BCK,Ogre,76561198086317978,G,0,0,,0,4,2,2,0,0,0,13,4.3,0,0,10,2,1.57,8,0,0,0,900,90,0,4,0,0,0,0,0
M3-G2,CLE,cloog,76561198120539424,G,0,0,,0,10,0,0,0,1,1,25,14.2,0,0,12,0,1.31,7,5,1,1,900,245,0,10,0,1,0,1,0
M3-G2,BCK,Figgy,76561198084156245,LW,0,0,1.13,6,12,5,3,0,3,11,112,88.2,0,0,,,,,,,,900,135.5,0,6,6,0,3,8,3
M3-G3,BCK,Oettinger,76561198023931168,RD,0,0,0.11,1,6,4,3,0,4,1,86,57.6,0,0,,,,,,,,900,19.5,1,6,0,1,3,0,1
M3-G3,CLE,SupaWoov,76561198079525076,RD,0,1,0.26,2,13,6,5,5,1,3,71,60.5,0,0,,,,,,,,900,118.5,1,11,2,1,0,3,0
M3-G3,CLE,Poro,76561198072423953,C,2,0,1.65,10,12,6,8,0,1,2,135,87.1,6,0,,,,,,,,900,234,0,6,6,0,1,2,0
M3-G3,BCK,Sven,76561198055585043,LW,0,1,0.53,3,11,5,4,0,1,2,77,68.6,0,0,,,,,,,,900,96.5,1,7,4,0,1,1,1
M3-G3,BCK,cb,76561198987362385,C,1,0,0.95,3,9,2,5,5,1,2,76,43.3,0,6,,,,,,,,900,132,0,3,6,0,1,2,0
M3-G3,BCK,Mushy,76561198011028796,LD,0,1,0.03,0,10,7,2,0,3,1,100,82.2,0,0,,,,,,,,900,61.5,1,10,0,2,1,1,0
M3-G3,CLE,lain,76561198404691672,RW,0,2,0.32,0,11,1,4,0,3,1,92,86.4,0,0,,,,,,,,900,85,0,7,4,0,3,0,1
M3-G3,CLE,Chilliam,76561198319462482,LD,0,1,0.06,1,15,5,1,0,1,3,68,47.8,0,0,,,,,,,,900,101,1,10,5,1,0,1,2
M3-G3,BCK,Ogre,76561198086317978,G,0,0,,0,5,0,0,0,0,0,16,9.4,0,0,13,2,1.88,8,3,0,0,900,122.5,0,5,0,0,0,0,0
M3-G3,CLE,cloog,76561198120539424,G,0,0,,0,1,0,0,0,0,0,11,4.1,0,0,7,1,0.86,2,4,1,0,900,62.5,0,1,0,0,0,0,0
M2-G1,BLD,Jyler,76561198299335773,C,1,1,0.70,2,12,3,6,1,2,0,86,49.2,8,2,,,,,,,,900,136.5,0,5,6,0,2,0,0
M2-G1,RCH,BBQBART,76561198268552083,C,2,2,2.27,10,12,4,6,0,2,1,183,141.5,2,8,,,,,,,,900,277.5,0,3,9,1,1,0,1
M2-G1,BLD,Nakamura,76561198177471671,G,0,0,,0,1,0,0,0,0,0,16,5.4,0,0,15,5,3.50,9,1,0,0,900,102.5,0,1,0,0,0,0,0
M2-G1,BLD,BBQPCENT,76561198243022268,LW,0,2,0.32,0,9,3,4,1,1,2,108,75.3,0,0,,,,,,,,900,102,0,4,5,0,1,1,1
M2-G1,BLD,Mobys,76561198059190306,LD,0,1,0.00,0,8,1,0,0,2,0,41,30.7,0,0,,,,,,,,900,46,1,7,1,2,0,0,0
M2-G1,RCH,RetailRow,76561199237527332,LD,0,3,0.07,0,11,6,3,1,0,2,84,62.7,0,0,,,,,,,,900,144,0,10,1,0,0,2,0
M2-G1,RCH,BBQMARGE,76561199355357311,LW,2,2,1.22,4,14,4,10,0,2,1,99,59.5,0,0,,,,,,,,900,256.5,0,6,8,0,2,1,0
M2-G1,BLD,Miku,76561198366630907,RD,1,0,0.25,1,14,6,4,1,1,2,69,57.6,0,0,,,,,,,,900,137.5,2,13,1,0,1,2,0
M2-G1,RCH,GrantOsaurus,76561199387690211,RD,1,1,0.19,1,7,2,3,0,0,2,53,33.9,0,0,,,,,,,,900,137.5,0,5,2,0,0,1,1
M2-G1,RCH,ttearr,76561198763818494,G,0,2,,0,4,2,0,0,0,0,11,7.1,0,0,3,2,0.38,1,0,1,0,900,80,0,4,0,0,0,0,0
M2-G2,RCH,ttearr,76561198763818494,G,0,1,,0,4,0,0,0,0,1,12,2.3,0,0,8,1,0.76,4,3,1,0,900,110,0,4,0,0,0,1,0
M2-G2,BLD,Jyler,76561198299335773,C,1,0,0.31,3,8,1,3,1,1,1,70,39.2,1,6,,,,,,,,900,109,0,1,7,1,0,0,1
M2-G2,RCH,BBQBART,76561198268552083,C,2,0,1.81,7,12,3,12,0,7,1,230,179.3,6,1,,,,,,,,900,182.5,0,4,8,0,7,0,1
M2-G2,BLD,Nakamura,76561198177471671,G,0,0,,0,5,0,0,0,0,3,19,11.7,0,0,11,3,2.41,5,3,0,0,900,92.5,0,5,0,0,0,3,0
M2-G2,BLD,BBQPCENT,76561198243022268,LW,0,1,0.49,5,7,3,5,1,5,3,120,97.7,0,0,,,,,,,,900,80.5,0,4,3,0,5,1,2
M2-G2,RCH,RetailRow,76561199237527332,LD,1,1,0.32,2,17,10,5,3,2,3,97,63.3,0,0,,,,,,,,900,192.5,2,12,5,2,0,3,0
M2-G2,RCH,BBQMARGE,76561199355357311,LW,0,2,0.47,1,11,2,3,1,3,1,84,42.3,0,0,,,,,,,,900,92.5,0,5,6,0,3,1,0
M2-G2,BLD,Miku,76561198366630907,LD,0,0,0.02,0,6,1,1,0,0,1,33,18.2,0,0,,,,,,,,900,29.5,1,5,1,0,0,1,0
M2-G2,RCH,GrantOsaurus,76561199387690211,RD,0,2,0.04,1,8,2,3,0,1,0,37,21,0,0,,,,,,,,900,90,1,6,2,1,0,0,0
M2-G2,BLD,Invincible,76561198074692393,RD,0,1,0.03,0,8,4,2,0,0,5,60,38.8,0,0,,,,,,,,900,98.5,1,8,0,0,0,5,0
M2-G3,RCH,ttearr,76561198763818494,G,0,0,,0,1,0,0,0,0,0,14,7.3,0,0,7,2,1.15,4,1,0,0,1291.1,52.5,0,1,0,0,0,0,0
M2-G3,BLD,Jyler,76561198299335773,C,1,1,0.75,1,17,0,2,0,2,3,92,45.5,2,5,,,,,,,,1291.1,157,0,10,7,1,1,3,0
M2-G3,RCH,BBQBART,76561198268552083,C,1,0,2.10,7,18,4,11,0,3,2,194,115.8,5,2,,,,,,,,1291.1,160,0,5,13,0,3,2,0
M2-G3,BLD,Nakamura,76561198177471671,G,0,0,,0,6,0,0,0,0,0,17,4.5,0,0,7,0,1.05,2,5,1,0,1062.3,85,0,6,0,0,0,0,0
M2-G3,BLD,BBQPCENT,76561198243022268,LW,0,2,0.59,4,13,9,11,2,6,3,249,183.7,0,0,,,,,,,,1291.1,135,1,6,6,0,6,2,1
M2-G3,BLD,Mobys,76561198059190306,RW,0,0,0.00,0,2,1,0,0,0,0,9,6.7,0,0,,,,,,,,193.4,6,0,2,0,0,0,0,0
M2-G3,RCH,RetailRow,76561199237527332,RD,0,1,0.21,2,20,9,7,5,3,4,140,105.2,0,0,,,,,,,,1291.1,143.5,2,18,2,2,1,3,1
M2-G3,RCH,BBQMARGE,76561199355357311,LW,0,0,0.07,0,15,4,6,0,4,2,84,65.3,0,0,,,,,,,,1291.1,47.5,1,8,7,1,3,2,0
M2-G3,BLD,Miku,76561198366630907,LD,1,0,0.24,1,11,6,0,0,1,3,59,40.7,0,0,,,,,,,,1286.6,121,0,9,2,0,1,2,1
M2-G3,BLD,Invincible,76561198074692393,RD,0,1,0.09,1,16,9,0,0,0,4,78,58.7,0,0,,,,,,,,1291.1,114,0,15,1,0,0,3,1
M2-G3,RCH,Mal,76561197997922795,LD,0,1,0.16,1,12,2,7,0,3,1,102,66.4,0,0,,,,,,,,1291.1,66.5,0,6,6,0,3,1,0
M2-G3,BLD,Miku,76561198366630907,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1.14,1,1,0,0,208,0,0,0,0,0,0,0,0
M1-G1,BLM,Nem,76561197966112800,LD,0,2,0.04,0,12,4,3,0,0,0,71,39,0,0,,,,,,,,988.1,97,0,9,3,0,0,0,0
M1-G1,BLM,FORD,76561198042105035,LW,1,1,0.90,6,12,3,6,1,4,5,116,79.7,0,0,,,,,,,,988.1,184,0,2,10,2,2,3,2
M1-G1,LGT,Light,76561198271974799,LD,0,0,0.00,0,11,2,1,0,0,2,48,15.1,0,0,,,,,,,,988.1,55.5,2,9,2,0,0,2,0
M1-G1,LGT,Winky,76561198064107575,RD,0,0,0.14,0,9,1,2,0,2,0,56,38.5,0,0,,,,,,,,988.1,15.5,0,7,2,1,1,0,0
M1-G1,LGT,LePuckuer,76561198073174004,C,1,0,0.18,1,10,1,2,0,1,1,67,52.1,2,4,,,,,,,,988.1,100.5,0,7,2,0,1,0,1
M1-G1,BLM,Bloomer,76561199030119453,RD,0,0,0.25,2,13,9,8,1,5,0,139,94.2,0,0,,,,,,,,988.1,37,0,7,6,3,2,0,0
M1-G1,LGT,Dorofeyev,76561199007915478,LW,0,1,0.48,3,10,4,9,1,2,7,119,87.6,0,0,,,,,,,,988.1,128,0,4,6,1,1,3,4
M1-G1,BLM,BrunoFernandge,76561199015723244,C,1,1,1.24,5,16,1,7,0,3,0,133,96.7,4,2,,,,,,,,988.1,153,0,7,9,0,3,0,0
M1-G1,LGT,Greenporkiepine,76561199098356294,G,0,1,,0,6,1,1,0,0,2,20,4.3,0,0,13,2,1.75,5,6,0,0,988.1,155,0,6,0,0,0,2,0
M1-G1,BLM,Gumpy,76561198983591530,G,0,0,,0,2,0,0,0,0,0,8,5,0,0,4,1,0.48,2,1,1,0,988.1,35,0,2,0,0,0,0,0
M1-G2,BLM,Nem,76561197966112800,LD,0,1,0.12,1,21,12,3,0,0,0,94,79.8,0,0,,,,,,,,1095.3,107.5,1,19,2,0,0,0,0
M1-G2,BLM,Kadri,76561199733129849,RD,1,0,0.17,2,16,6,5,0,3,3,100,65.8,0,0,,,,,,,,1095.3,133.5,0,13,3,2,1,2,1
M1-G2,BLM,FORD,76561198042105035,LW,0,1,0.10,2,11,2,7,2,1,1,70,40.5,0,0,,,,,,,,1095.3,84,0,5,6,0,1,0,1
M1-G2,LGT,Light,76561198271974799,LD,0,1,0.06,0,6,4,0,0,0,1,47,27,0,0,,,,,,,,1095.3,61.5,1,5,1,0,0,1,0
M1-G2,LGT,Winky,76561198064107575,RD,0,1,0.14,0,9,4,4,0,0,3,66,49,0,0,,,,,,,,1095.3,83,0,6,3,0,0,3,0
M1-G2,LGT,LePuckuer,76561198073174004,C,1,1,0.46,4,16,3,5,1,1,3,110,86.4,3,3,,,,,,,,1095.3,183,0,6,10,0,1,0,3
M1-G2,LGT,Dorofeyev,76561199007915478,LW,1,0,1.08,3,18,6,9,1,3,2,146,97.7,0,0,,,,,,,,1095.3,142.5,0,8,10,2,1,0,2
M1-G2,BLM,BrunoFernandge,76561199015723244,C,0,0,0.32,2,8,2,5,0,6,0,130,82,3,3,,,,,,,,1095.3,7,0,6,2,3,3,0,0
M1-G2,LGT,Greenporkiepine,76561199098356294,G,0,1,,0,6,3,1,0,0,1,19,3.6,0,0,7,1,0.19,1,5,1,0,1095.3,105,0,6,0,0,0,1,0
M1-G2,BLM,Gumpy,76561198983591530,G,0,0,,0,5,1,1,0,0,0,12,2.2,0,0,7,2,0.51,2,3,0,0,1095.3,62.5,0,5,0,0,0,0,0
M1-G3,BLM,Kadri,76561199733129849,LD,0,0,0.03,0,13,2,4,1,2,1,65,41.2,0,0,,,,,,,,900,38.5,0,11,2,1,1,1,0
M1-G3,BLM,FORD,76561198042105035,C,0,1,0.43,2,13,3,2,1,1,0,68,38.2,3,3,,,,,,,,900,75,0,4,8,1,0,0,0
M1-G3,LGT,Light,76561198271974799,LD,0,1,0.04,0,9,0,1,0,0,2,39,22.1,0,0,,,,,,,,900,68.5,0,6,3,0,0,2,0
M1-G3,LGT,Winky,76561198064107575,RD,0,1,0.10,0,7,1,3,0,1,3,51,37.6,0,0,,,,,,,,900,69,0,4,3,1,0,1,2
M1-G3,LGT,LePuckuer,76561198073174004,C,1,1,1.00,1,17,3,2,0,0,2,78,58.2,3,3,,,,,,,,900,162.5,0,10,6,0,0,0,2
M1-G3,BLM,Bloomer,76561199030119453,RD,1,0,0.23,2,10,4,5,0,2,1,108,69.5,0,0,,,,,,,,900,106.5,0,8,2,0,2,1,0
M1-G3,LGT,Dorofeyev,76561199007915478,LW,1,1,0.58,3,10,7,6,1,2,2,121,91,0,0,,,,,,,,900,160.5,1,6,4,0,2,1,1
M1-G3,BLM,BrunoFernandge,76561199015723244,LW,0,1,1.09,4,8,4,6,0,3,1,153,131.8,0,0,,,,,,,,900,77.5,1,7,1,3,0,0,1
M1-G3,LGT,Greenporkiepine,76561199098356294,G,0,0,,1,8,1,1,0,0,0,17,7.7,0,0,8,1,0.88,3,4,1,0,900,90,0,8,0,0,0,0,0
M1-G3,BLM,Gumpy,76561198983591530,G,0,0,,0,3,3,2,0,1,0,12,6.9,0,0,5,2,1.39,2,1,0,0,900,37.5,0,3,0,0,1,0,0
M4-G1,LGT,Light,76561198271974799,LD,0,1,0.02,0,4,1,2,0,1,0,36,26.2,0,0,,,,,,,,900,38,0,4,0,1,0,0,0
M4-G1,LGT,Winky,76561198064107575,RD,0,2,0.15,1,9,4,0,0,1,2,38,21.2,0,0,,,,,,,,900,101.5,0,9,0,0,1,2,0
M4-G1,LGT,Bwall,76561198278689368,G,0,1,,0,5,0,0,0,1,1,19,2.2,0,0,12,1,1.64,6,5,1,0,900,152.5,0,5,0,1,0,1,0
M4-G1,LGT,LePuckuer,76561198073174004,C,2,0,0.71,4,9,6,8,1,2,4,88,69,2,4,,,,,,,,900,209,0,7,2,0,2,2,2
M4-G1,BLD,placentstrual,76561198243022268,C,1,0,0.96,4,20,2,8,0,4,3,164,138,4,2,,,,,,,,900,147.5,0,5,13,1,3,2,1
M4-G1,BLD,Pogba,76561198109056374,LD,0,1,0.36,4,14,7,5,0,4,3,119,80.5,0,0,,,,,,,,900,99.5,0,10,4,1,3,3,0
M4-G1,BLD,Invincible,76561198074692393,RD,0,0,0.04,1,11,5,1,0,1,2,51,30.2,0,0,,,,,,,,900,48.5,0,10,1,0,1,2,0
M4-G1,BLD,Jyler,76561198299335773,LW,0,1,0.57,3,14,2,6,0,3,2,78,54.2,0,0,,,,,,,,900,88,0,4,10,0,3,1,1
M4-G1,LGT,Dorofeyev,76561199007915478,LW,0,0,0.16,1,6,6,4,1,5,5,109,78.7,0,0,,,,,,,,900,45,0,4,2,0,5,5,0
M4-G1,BLD,Miku,76561198366630907,G,0,0,,0,2,1,0,0,0,0,14,2.2,0,0,6,2,0.77,4,0,0,0,900,45,0,2,0,0,0,0,0
M4-G2,LGT,Light,76561198271974799,G,0,0,,0,3,0,0,0,0,0,16,7,0,0,8,3,0.45,5,0,0,0,900,57.5,0,3,0,0,0,0,0
M4-G2,LGT,Winky,76561198064107575,RD,0,0,0.01,0,16,6,5,0,1,2,55,34.1,0,0,,,,,,,,900,61,0,13,3,1,0,1,1
M4-G2,LGT,LePuckuer,76561198073174004,C,1,0,0.94,6,13,2,10,0,1,3,94,85.6,3,4,,,,,,,,900,157,0,6,7,0,1,2,1
M4-G2,BLD,placentstrual,76561198243022268,C,1,2,0.26,3,12,2,3,0,5,0,118,98.7,4,3,,,,,,,,900,160,2,5,5,1,4,0,0
M4-G2,BLD,Pogba,76561198109056374,LD,0,1,0.01,0,9,6,4,0,3,2,84,66.1,0,0,,,,,,,,900,62.5,0,8,1,0,3,0,2
M4-G2,BLD,Invincible,76561198074692393,RD,1,1,0.03,1,11,4,2,0,1,2,45,17.7,0,0,,,,,,,,900,143.5,0,11,0,0,1,2,0
M4-G2,BLD,Jyler,76561198299335773,LW,1,1,0.37,4,13,1,4,2,3,2,68,51.4,0,0,,,,,,,,900,157.5,0,3,10,1,2,0,2
M4-G2,LGT,Dorofeyev,76561199007915478,LW,0,1,0.17,1,14,6,6,0,2,2,89,52.2,0,0,,,,,,,,900,87,0,9,5,1,1,2,0
M4-G2,BLD,Miku,76561198366630907,G,0,1,,0,2,0,0,0,0,0,15,7.8,0,0,7,1,0.86,5,1,1,0,900,95,0,2,0,0,0,0,0
M4-G2,LGT,Marsamune,76561198054769515,LD,0,1,0.23,0,14,4,2,0,2,5,68,45.9,0,0,,,,,,,,900,108.5,2,11,3,2,0,5,0
M4-G3,LGT,Light,76561198271974799,LD,0,0,0.06,0,11,4,4,0,0,2,53,29.9,0,0,,,,,,,,1097.4,60.5,2,8,3,0,0,0,2
M4-G3,LGT,Winky,76561198064107575,RD,0,1,0.05,0,18,4,2,1,0,2,62,39.1,0,0,,,,,,,,1097.4,103.5,1,17,1,0,0,2,0
M4-G3,LGT,LePuckuer,76561198073174004,C,0,1,0.53,2,13,5,5,0,0,3,109,72.3,0,4,,,,,,,,1097.4,115,2,8,4,0,0,3,0
M4-G3,BLD,placentstrual,76561198243022268,C,0,0,0.96,7,6,8,9,2,4,0,148,106.5,4,0,,,,,,,,1097.4,52,0,5,1,1,3,0,0
M4-G3,BLD,Pogba,76561198109056374,LD,0,0,0.07,0,18,14,6,0,2,0,118,76.5,0,0,,,,,,,,1097.4,55,0,16,2,1,1,0,0
M4-G3,BLD,Invincible,76561198074692393,RD,0,0,0.05,1,19,4,3,0,1,1,76,38.9,0,0,,,,,,,,1097.4,67,1,17,2,1,0,1,0
M4-G3,BLD,Jyler,76561198299335773,LW,0,0,1.41,4,9,2,5,2,3,0,81,66,0,0,,,,,,,,1097.4,39.5,0,3,6,1,2,0,0
M4-G3,LGT,Greenporkiepine,76561199098356294,G,0,0,,0,5,3,1,0,0,0,24,9.7,0,0,12,0,1.30,6,6,1,1,1097.4,232.5,0,5,0,0,0,0,0
M4-G3,LGT,Dorofeyev,76561199007915478,LW,1,0,0.65,4,8,3,4,0,1,3,98,68.5,0,0,,,,,,,,1097.4,129.5,0,6,2,0,1,1,2
M4-G3,BLD,Miku,76561198366630907,G,0,0,,0,1,0,0,0,0,0,10,0.2,0,0,6,1,0.65,1,4,0,0,1097.4,52.5,0,1,0,0,0,0,0
M5-G1,CLE,custom,76561197961501827,RD,0,0,0.00,0,11,0,1,0,1,1,47,20.2,0,0,,,,,,,,900,36,1,11,0,1,0,1,0
M5-G1,RCH,BBQBART,76561198268552083,C,1,0,1.05,2,4,4,5,0,6,3,137,83.5,3,1,,,,,,,,900,86.5,0,2,2,1,5,2,1
M5-G1,CLE,Poro,76561198072423953,C,0,0,0.37,1,7,3,4,0,4,2,122,89,1,3,,,,,,,,900,24.5,0,4,3,0,4,1,1
M5-G1,CLE,KrispyKreme,76561198404691672,RW,0,0,0.66,2,10,5,5,0,3,3,118,82.4,0,0,,,,,,,,900,52.5,0,5,5,1,2,2,1
M5-G1,RCH,GrantOsaurus,76561199387690211,RD,0,1,0.00,0,9,2,2,0,0,1,36,32.1,0,0,,,,,,,,900,64,0,7,2,0,0,1,0
M5-G1,CLE,QUICK,76561198018657100,G,0,0,,0,4,0,0,0,0,1,15,3.3,0,0,8,1,1.31,4,3,0,0,900,80,0,4,0,0,0,1,0
M5-G1,CLE,Chilliam,76561198319462482,LD,0,0,0.11,2,16,7,2,0,1,0,73,50.3,0,0,,,,,,,,900,59,1,10,6,0,1,0,0
M5-G1,RCH,lucifoo,76561199237527332,LD,0,0,0.03,1,15,8,4,0,1,3,70,51.5,0,0,,,,,,,,900,77,1,10,5,1,0,2,1
M5-G1,RCH,BBQMARGE,76561199355357311,LW,0,1,0.77,5,10,3,6,0,0,2,98,62,0,0,,,,,,,,900,104,0,6,4,0,0,2,0
M5-G1,RCH,ttearr,76561198763818494,G,0,0,,0,4,1,1,0,0,0,8,1.6,0,0,5,0,0.66,2,3,1,1,900,160,0,4,0,0,0,0,0
M5-G3,CLE,custom,76561197961501827,RD,0,0,0.00,0,9,1,0,0,2,2,43,22.5,0,0,,,,,,,,900,28.5,0,7,2,1,1,2,0
M5-G3,RCH,BBQBART,76561198268552083,C,0,1,0.42,2,13,9,6,0,3,1,143,97.9,3,1,,,,,,,,900,80,0,7,5,0,3,1,0
M5-G3,CLE,Poro,76561198072423953,C,0,0,0.49,4,10,5,6,0,3,6,134,101.3,1,3,,,,,,,,900,86,0,6,4,0,3,4,2
M5-G3,CLE,KrispyKreme,76561198404691672,RW,0,0,0.63,3,9,1,8,0,5,2,100,67,0,0,,,,,,,,900,36.5,0,8,1,0,5,2,0
M5-G3,RCH,GrantOsaurus,76561199387690211,RD,0,1,0.01,0,6,2,4,0,3,3,42,32.8,0,0,,,,,,,,900,58.5,0,4,2,1,2,3,0
M5-G3,CLE,QUICK,76561198018657100,G,0,0,,0,3,2,0,0,0,0,13,1.2,0,0,7,1,0.72,4,2,0,0,900,67.5,0,3,0,0,0,0,0
M5-G3,CLE,Chilliam,76561198319462482,LD,0,0,0.06,1,13,3,4,0,1,1,66,49.1,0,0,,,,,,,,900,52,1,10,3,0,1,1,0
M5-G3,RCH,lucifoo,76561199237527332,LD,0,0,0.20,2,17,6,7,0,3,5,107,82.9,0,0,,,,,,,,900,88,0,13,4,1,2,5,0
M5-G3,RCH,BBQMARGE,76561199355357311,LW,1,0,0.72,3,10,1,1,1,2,2,76,65.3,0,0,,,,,,,,900,114.5,0,2,8,0,2,1,1
M5-G3,RCH,ttearr,76561198763818494,G,0,0,,0,3,2,2,0,0,0,17,11.5,0,0,8,0,0.94,3,5,1,1,900,187.5,0,3,0,0,0,0,0
M6-G1,BCK,Oettinger,76561198023931168,LD,0,0,0.01,0,8,0,2,0,0,2,48,17.4,0,0,,,,,,,,900,37,0,7,1,0,0,2,0
M6-G1,BCK,cat,76561198103395907,RD,0,0,0.02,0,8,2,2,0,0,1,56,39.2,0,0,,,,,,,,900,31.5,0,5,3,0,0,1,0
M6-G1,BCK,Figgy,76561198084156245,LW,1,1,0.66,3,8,5,3,0,5,3,106,72.1,0,0,,,,,,,,900,135.5,0,7,1,2,3,2,1
M6-G1,BCK,SUNDIN,76561197978559731,G,0,2,,0,3,1,0,0,0,0,13,5.5,0,0,11,1,1.95,8,2,1,0,900,167.5,0,3,0,0,0,0,0
M6-G1,BLM,Bloomer,76561199030119453,RD,0,1,0.28,1,11,4,5,0,1,2,106,73.1,0,0,,,,,,,,900,81.5,0,4,7,0,1,0,2
M6-G1,BCK,cb,76561198987362385,C,1,1,0.59,2,11,4,3,2,3,0,84,56.6,3,3,,,,,,,,900,129.5,0,6,5,1,2,0,0
M6-G1,BLM,FORD,76561198042105035,LW,0,1,0.55,3,7,0,3,1,3,0,65,40.4,0,0,,,,,,,,900,53,0,2,5,0,3,0,0
M6-G1,BLM,BrunoFernandge,76561199015723244,C,1,0,1.97,6,13,3,8,0,1,2,121,82.1,3,3,,,,,,,,900,148.5,0,8,4,0,1,2,0
M6-G1,BLM,Gumpy,76561198983591530,G,0,0,,0,4,2,0,0,0,1,13,3.5,0,0,5,2,0.49,2,1,0,0,900,40,0,4,0,0,0,1,0
M6-G1,BLM,Nem,76561197966112800,LD,0,0,0.07,1,14,6,2,0,1,3,83,58.6,0,0,,,,,,,,900,70.5,1,12,2,1,0,2,1
M6-G2,BCK,Oettinger,76561198023931168,LD,0,0,0.00,0,6,2,0,0,1,2,59,42.4,0,0,,,,,,,,900,32,1,5,1,0,1,2,0
M6-G2,BCK,cat,76561198103395907,RD,0,1,0.12,0,16,6,6,0,3,3,91,63.4,0,0,,,,,,,,900,89.5,0,13,3,3,0,3,0
M6-G2,BCK,Figgy,76561198084156245,LW,0,1,0.58,5,4,3,3,0,3,3,78,55.3,0,0,,,,,,,,900,78.5,0,3,1,1,2,1,2
M6-G2,BCK,SUNDIN,76561197978559731,G,0,1,,0,4,1,0,0,0,0,12,4.4,0,0,10,3,1.04,3,4,0,0,900,110,0,4,0,0,0,0,0
M6-G2,BLM,Bloomer,76561199030119453,RD,1,0,0.49,3,23,5,5,0,2,2,98,66.1,0,0,,,,,,,,888.9,157.5,1,17,6,1,1,0,2
M6-G2,BCK,cb,76561198987362385,C,2,0,0.24,2,16,3,1,3,1,1,71,47.2,6,2,,,,,,,,900,194,0,6,7,1,0,1,0
M6-G2,BLM,FORD,76561198042105035,C,0,3,0.31,1,9,1,4,1,0,0,70,52,2,6,,,,,,,,900,125,0,1,8,0,0,0,0
M6-G2,BLM,Kadri,76561199733129849,LD,0,2,0.07,0,6,2,3,4,1,1,68,44.3,0,0,,,,,,,,900,92.5,0,6,0,1,0,1,0
M6-G2,BLM,BrunoFernandge,76561199015723244,RW,2,1,1.22,6,16,4,9,0,6,5,140,99.4,0,0,,,,,,,,900,250.5,0,7,9,0,6,2,3
